"Site ID","Name of Site","Authored By","User ID","Authored On","Last Edited","Primary Term","Icon","Tags","Description","Language","Appointment Needed","Children Welcome","Volunteer","Details of Volunteer Opportunities","Accessible by public transport","Public Transit Directions","Telephone","Site Email","Free entry","Entry cost","Web Address","Wheelchair Accessible","Street location","Additional","City","Province","Country","Postal Code","Latitude","Longitude","Maps","Map IDs","Public Site","Contributor Directly Involved In Site","Contributor Name","Contributor Email","Image","Image caption or credit","Video","Video caption or credit","Awaiting Approval","Published"
"40645","Fifth Street Farm Project","Intern at Green Map","174","06/25/2013 - 12:41","06/26/2013 - 08:51","Green Roof","Environmental Education, Garden, Green Roof, Composting Site, Child Friendly Site","","Fifth Street Farm Project strives to create a green roof farm accessible to all children on the Robert Simon Complex in NYC’s East Village. This project is hoping to integrate urban agriculture into existing school courses in science in nutrition. The project’s teachers are in the process of developing curriculum for every grade - including one on composting. The farm aims to be a living classroom with hands-on education in food awareness and environmental sustainability. Fifth Street Farm is setting up a vokashi composting system on the roof top farm of a complex of public schools.2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","","info@5thstreetfarm.org","Free entry","","http://www.5thstreetfarm.org","Not accessible","P.O. Box 20301","","New York","New York","United States","10009-9998","40.727504","-73.980065","NYC Compost Green Map","366","Yes","No","","","http://www.flickr.com/photos/54976599@N00/8090006305","Inhabitat Blog","","","","Yes"
"40646","Friends of CPE1","Intern at Green Map","174","06/25/2013 - 12:44","06/26/2013 - 08:56","School","School, Composting Site","","CPE1 is a Pre-K through 5th grade public school founded in 1974. CPE1 focuses on having the students interact with the outdoors – daily recesses, walks through Central Park, and weekly movement classes. CPE1 features cooking as a central part of the curriculum that combines reading, math, science, and nutrition. Friends of CPE1 supports CPE1 in all its endeavors including the school garden. Friends of CPE1 is expanding their composting work in the school by introducing vermicomposting to the curriculum in classrooms and expanding the compost system to accept more food scraps. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","212 860 5821","","Free entry","","","Not accessible","1573 Madison Avenue (at 106th Street)","","New York","New York","United States","10029","40.793680","-73.949216","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","","","","","Yes"
"40647","La Plaza Cultural","Intern at Green Map","174","06/25/2013 - 12:50","06/26/2013 - 08:58","Community Garden","Park/Recreation Area, Public Space/Square, Community Garden, Composting Site, Eco Landscaping, Community Center, Child Friendly Site","","La Plaza Cultural is a green space that combines the features of a community garden, park and play area, wildlife refuge, and performance venue. This space is utilized by local day care centers, after school programs, and parents with small children for recreational and learning purposes. The space is open for events like BBQs, work days, birthday parties, and yoga. The garden’s compost system requires different binds for food scraps and garden weeds, and excludes meat and dairy in the compost. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","","laplazaevents@yahoo.com","Free entry","","http://laplazacultural.com","Not accessible","SW corner of 9th st and Avenue C","","New York","New York","United States","10009","40.725255","-73.977968","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","http://www.flickr.com/photos/27324415@N00/5112250831","Viviene Gucwa","","","","Yes"
"40648","High School for Law and Public Service","Intern at Green Map","174","06/25/2013 - 14:12","06/26/2013 - 09:00","School","School, Composting Site","","High School for Law and Public Service is a school dedicated to helping all types of students - General Education, English Language, and Special Needs - achieve excellence. The school is building a five bin composting system to help collect food scraps from the cafeteria. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","(212) 927-2380","","Free entry","","http://www.hslps.net","Not accessible","549 AUDUBON AVENUE","","New York","New York","United States","10040","40.856508","-73.926579","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","http://www.hslps.net","","","","Yes"
"40649","PS 50 Vito Marcantonio School","Intern at Green Map","174","06/25/2013 - 14:15","06/26/2013 - 09:03","School","School, Composting Site","","PS 50 Vito Marcantonio School teaches children in Kindergarten through Eight Grade. In 2000, The Children’s Aid society established a full-service community school at PS 50 in partnership with Mount Sinai Children’s Community Health and NYC Dept of Education. The school’s main focus is health, in response to the large percentage of students with medical and emotional conditions. The school has rooftop and yard gardens and is currently creating a compost project to support their urban agriculture. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","(212) 860-5976","","Free entry","","http://schools.nyc.gov/SchoolPortals/04/M050/default.htm","Not accessible","433 East 100th Street, New York, NY 10029","","","","United States","","40.785094","-73.941086","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","http://www.flickr.com/photos/70127529@N00/5131298705","jag9889","","","","Yes"
"40650","Siempre Verde Garden","Intern at Green Map","174","06/25/2013 - 14:19","06/26/2013 - 09:05","Community Garden","Environmental Education, Community Garden, Composting Site","","Siempre Verde Garden is a natural space that provides sustainable living and educational resources the strengthen and create intergenerational connection in the LES community. The garden is inclusive as possible- work can take other forms besides physical labor. The garden is open to people of all ages. The garden is beginning to collect food scraps from members and build a compost system, in hopes of expanding collection to neighboring schools and the surrounding community. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","646-504-6468","joinus@svgarden.org","Free entry","","http://svgarden.org","Not accessible","corner of Stanton and Attorney Streets","","NY","","United States","","40.719941","-73.983638","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","http://www.flickr.com/photos/69034676@N08/7558636130","patriciamura","","","","Yes"
"40651","St. Mary’s Episcopal Church","Intern at Green Map","174","06/25/2013 - 14:22","06/26/2013 - 09:06","Place of Worship","Community Garden, Composting Site, Place of Worship","","St. Mary’s Episcopal Church offers a variety of programs – Sunday Services, Food Pantry Mondays, Medical and Dental Clinic Tuesdays, Choir Practice Wednesday, Movie Night Fridays, and Street Outreach Saturdays. The church keeps a community garden that they use to stock the food pantry. The church plans to use vokashi composting to reduce the levels of metal in the soil of their garden. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","212) 864-4013","","Free entry","","http://stmarysharlem.wordpress.com","Not accessible","521 W 126th St  New York, NY 10027","","","","United States","","40.814895","-73.956210","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","http://www.flickr.com/photos/8742248@N07/7542598868","Emilio Guerra","","","","Yes"
"40652","St. Nicholas Miracle Garden","Intern at Green Map","174","06/25/2013 - 14:27","06/26/2013 - 09:07","Garden","Environmental Education, Garden, Composting Site","","St. Nicholas Miracle Garden’s goal is to create an urban garden with a strong community presence. The garden tries to take advantage of its location to become an environmental and educational asset for the community about gardening, healthy eating, and sustainable living. The garden is launching a compost collection system at their community garden that includes a neighborhood education component about how to compost and drop-off sites. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","STNICKGARDEN@GMAIL.COM","Free entry","","http://www.stnicholasmiraclegarden.org","Not accessible","330 St. Nicholas Avenue, between 126th and 127th Street, Harlem, New York","","","","United States","","40.810688","-73.948336","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","http://www.stnicholasmiraclegarden.org/1/post/2013/06/ready-for-composting.html","","","","Yes"
"40653","WHEELS (Washington Heights Expeditionary Learning School)","Intern at Green Map","174","06/25/2013 - 14:30","06/26/2013 - 09:08","School","School, Composting Site","","WHEELS (Washington Heights Expeditionary Learning School) mission is to work with families to prepare students of sixth to twelfth grade academically, emotionally, intellectually, and socially to succeed in college and beyond. This school was opened in fall 2006 to help serve the most overcrowded school neighborhood. WHEELS is creating an education plan to engage students in the composting system. Students will collect cafeteria food scraps and study the impact that compost has on the quality of the soil in their school garden. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","(212) 781-0524","info@wheelsnyc.org","Free entry","","http://wheelsnyc.org","Not accessible","511 W 182nd St  New York, NY 10033","","","","United States","","40.848966","-73.931011","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","http://www.flickr.com/photos/63348202@N07/6512656789","Chelsia Rose Marcius","","","","Yes"
"40654","Youth Action Programs & Homes","Intern at Green Map","174","06/25/2013 - 14:36","06/26/2013 - 09:10","Social Service","Social Service, Composting Site","","Youth Action Programs & Homes provides education, training, and leadership opportunities to low-income young adults. This program has partnered with City Harvest and the United Way’s Hunger Prevention & Nutrition Program to provide a Community Food Pantry that distributes fresh and canned food to over 300 individuals and families in East Harlem per month. Food Pantry provides nutritional information, and health insurance and food stamp entitlements. YAPH is launching a compost initiative with students working towards their GED while learning job skills. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Children welcome","No Volunteer Opportunities","","Not accessible by public transport","","(212) 860-8170","","Free entry","","http://www.youthaction-nyc.org","Not accessible","206 E 118th St  New York, NY 10035","","","","United States","","40.799073","-73.938666","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","http://www.youthaction-nyc.org","","","","Yes"
"40655","Women’s Housing and Economic Development Corporation","Intern at Green Map","174","06/25/2013 - 14:40","06/26/2013 - 09:12","Social Service","Social Service, Green Roof, Composting Site","","Women’s Housing and Economic Development Corporation supports over 35,000 people through energy-efficient, healthy and affordable homes; early childhood education and youth development; home-based childcare microenterprise and food business incubation; family support services; and arts programming. One specific program WHEDco is the Urban Horizons Kitchen which offers emerging food companies affordable space in a fully license commercial kitchen. WHEDco is building additional compost bins to increase the impact of their Green Roof Garden, where tenants of an affordable housing development plant and harvest vegetables. WHEDco is also purchasing bins for individual apartments who show interest in composting. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","718.839.1100","kitchen@whedco.org  ","Free entry","","http://www.whedco.org","Not accessible","50 East 168th Street, Bronx, NY 10452","","","","United States","","40.836249","-73.919145","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","http://www.whedco.org/communityandeconomicdevelopment/foodbusinessincubator","","","","Yes"
"40656","100 Quincy Community Garden","Intern at Green Map","174","06/25/2013 - 14:47","06/26/2013 - 09:14","Community Garden","Community Garden, Composting Site","","100 Quincy Community Garden is a vacant lot turned Community Garden that incorporates input from community members on design, event schedule, and how the garden should be used. The Garden is building a multi-bin composter to engage members, neighbors, and local businesses in composting. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","100Quincy@gmail.com","Free entry","","http://100quincy.wordpress.com","Not accessible","100 Quincy St Brooklyn, NY 11238","","","","United States","","40.685940","-73.957236","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","http://100quincy.wordpress.com","","","","Yes"
"40657","Jane Bailey Memorial Garden","Intern at Green Map","174","06/25/2013 - 14:49","06/26/2013 - 09:15","Community Garden","Community Garden, Composting Site","","Jane Bailey Memorial Garden provides shade, green space, and enjoyment for an active group of senior gardeners. The garden is located in a community composed primarily of single and multi family homes. The garden has 8 raised beds, 3 communal boxes, where they grow herbs and ornamental plants. There are several fruit producing trees – 2 apple, 1 peach, 1 fig and a pomegranate bush. They also have a butterfly garden. The garden is purchasing additional composting buckets, a compost crank and thermometer. The group’s master composter will also conduct monthly composting workshops to educate members of the garden and nearby gardens. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://janebaileymg.com","Not accessible","327-329 Greene Avenue, Brooklyn, New York","","","","United States","","40.687609","-73.958158","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","http://janebaileymg.com/about/","","","","Yes"
"40658","Myrtle Village Green","Intern at Green Map","174","06/25/2013 - 14:57","06/26/2013 - 09:15","Reuse","Waterfront/Riverside Park, Cleaned-Up/Rebuilt Site, Composting Site, Reuse","","Myrtle Village Green is a neighborhood association that has gained access to the closed Department of Environmental Protection Water Tunnel 3 shaft site. Myrtle Village Green is increasing their community compost collection by building a three bin compost system in their garden. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","myrtleparkorg@gmail.com","Free entry","","http://www.myrtlepark.org","Not accessible","636 Myrtle Avenue between Kent and Franklin","","Bedford Stuyvesant","","United States","","40.684996","-73.941860","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","http://www.myrtlepark.org","","","","Yes"
"40659","North Brooklyn Boat Club","Intern at Green Map","174","06/25/2013 - 15:20","06/26/2013 - 09:18","Canoe/Kayak Site","Park/Recreation Area, Garden, Canoe/Kayak Site, Sailing/Row Boat Launch, Composting Site","","North Brooklyn Boat Club consists of local kayakers, canoers, sailors, environmentalists, boatbuilders, community leaders and activists. North Brooklyn Boat Club is an open group and welcomes anyone with an interest in boating, open space, environmental education, and nautical recreation to join public events and open meetings. They use raised beds to grow organic fruit and vegetables and maintain an active community compost bin for kitchen scraps, food and other organic waste. The club is replacing and improving a compost system that was damaged by hurricane sandy and expanding their compost system. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://northbrooklynboatclub.org","Not accessible","49 Ash Street @ McGuinness Blvd, Brooklyn, NY","","","","United States","","40.728510","-73.950275","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","http://www.flickr.com/photos/28215153@N03/8047947459","Riverkeeper","","","","Yes"
"40660","Old Stone House & Washington Park","Intern at Green Map","174","06/25/2013 - 15:29","06/25/2013 - 15:29","Museum","Museum, Garden, Composting Site","","The Old Stone House is a resource to learn about the Battle of Brooklyn and colonial life. They are devoted to supporting Friends of Washington Park, and developing programming that enriches the site.  Both the North Garden and the Cafe Table Area in JJ Byrne Playground are available for parties of up to 30 people. They have a “Gardner Explorer” summer program, as well as a Spring Urban Permaculture Accelerated Training. The Old Stone House & Washington Park is building a rodent proof three-bin compost bin in order to produce quality compost for their garden, which is necessary for the soil. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(718) 768-3195","","Free entry","","http://theoldstonehouse.org","Not accessible","336 3rd St  Brooklyn, NY 11215","","","","United States","","40.673048","-73.983830","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","http://www.flickr.com/photos/8192275@N05/8216516509","jackie weisberg","","","","Yes"
"40661","P373K Brooklyn Transition Center","Intern at Green Map","174","06/25/2013 - 15:43","06/25/2013 - 15:43","School","School, Composting Site","","P373K Brooklyn Transition Center aims to empower and motivate itself students to realize their capabilities and develop to their fullest potential. The school is implementing a compost collection in their cafeteria as a student-operated program. Staff and students will work together to create a compost system for indoor and outdoor gardens and promote a interest in compost.  2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","718-782-6800","","Free entry","","http://schools.nyc.gov/SchoolPortals/14/K373/AboutUs/Overview/Our+Mission.htm","Not accessible","185 ELLERY STREET, BROOKLYN, NY 11206","","","","United States","","40.698858","-73.945183","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","http://schools.nyc.gov/SchoolPortals/14/K373/default.htm","","","","Yes"
"40662","Yellow Hook CSA","Intern at Green Map","174","06/25/2013 - 15:50","06/25/2013 - 15:50","Community Garden","Community Garden, Composting Site","","The Yellow Hook CSA was established by members of the Bay Ridge Food Co-op (BRFC) and they are working together toward a common vision for providing our community with healthy, sustainable produce. The CSA is constructing a new compost bin system to begin collecting food scraps from the community gardens. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","347 725 0272","yellowhookcsa@gmail.com","Free entry","","http://yellowhookcsa.org","Not accessible","255 79th St, A9 Brooklyn NY 11209","","","","United States","","40.628816","-74.029738","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","http://www.flickr.com/photos/64398155@N00/4754093888","11209","","","","Yes"
"40663","Roots of Peace Community Garden","Intern at Green Map","174","06/26/2013 - 08:39","06/26/2013 - 08:39","Community Garden","Environmental Education, Community Garden, Composting Site, Diverse Neighborhood, Community Center, Child Friendly Site","","Roots of Peace Community Garden is a group of college students from NJ planning to initiate a community garden project for Liberian refugees. The garden intends to work with community members and volunteers to create a safe, productive, and self-sufficient space to grow food. The garden is purchasing a compost tumbler to be able to turn organic waste from garden members and local businesses into compost for the garden.  2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","",""," mbyrne1@conncoll.edu","Free entry","","http://cultivatingpeace.blogspot.com","Not accessible","corner of Irving Place and Targee Street","","Staten Island","","United States","","40.617416","-74.084880","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","Merry Byrne","","","","Yes"
"40664","Self-Help Innovative Senior Center","Intern at Green Map","174","06/26/2013 - 08:46","06/26/2013 - 08:46","Social Service","Community Garden, Social Service, Composting Site","","Self-Help Innovative Senior Center is dedicated to enabling the elderly and other at-risk populations to live in their own homes, independently and with dignity. The Center is setting up compost binds at the center to educate members and create organic compost for their garden. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","1.866.735.1234","","Free entry","","http://www.selfhelp.net","Wheelchair Accessible","520 Eighth Avenue, New York, NY 10018","","","","United States","","40.753772","-73.992121","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","","","","","Yes"
"40666","Olive Street Garden","Intern at Green Map","174","06/26/2013 - 09:23","06/26/2013 - 09:23","Garden","Garden, Composting Site","","Olive Street Garden is rebuilding composting bins that were damaged by hurricane Sandy and collecting food scraps from gardeners, volunteers, and senior citizens from a local housing complex. The group, located in a neighborhood that processes 40% of the city’s waste, hopes to be a model for diverting organic waste. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest. 2013 Winner of First-Ever Manhattan Community Scale Composting Contest.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","Williamsburg","","Brooklyn","","United States","","40.706446","-73.953616","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","","","","","Yes"
"40667","12th Street Street EM Model Project","Intern at Green Map","174","06/26/2013 - 09:35","06/26/2013 - 09:35","Composting Site","Composting Site","","The 12th Street EM Model Project is training local residents on the benefits and different ways of composting, and is setting up a Bokashi food recycling programs for community gardens and green spaces in the East Village. The Bokashi method of composting is simple and easy, and resolves what had previously been a significant rodent problem in the garden. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","","East Village","Manhattan","","United States","","40.790278","-73.959722","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","","","","","Yes"
"40668","Columbia Secondary School","Intern at Green Map","174","06/26/2013 - 09:54","06/26/2013 - 09:54","School","School, Composting Site","","Columbia Secondary School is a selective, public, college preparatory school that focuses on science, math and engineering. They train their students the value of responsibility to their communities and the world. The school is increasing the freeze storage capacity for the composting bags collected daily after lunch in order to maximize the amount of food waste that the school will be able to compost. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(212) 666 1278","","Free entry","","http://www.columbiasecondary.org/front","Not accessible","425 W123rd St. , 5th Floor, New York, NY 10027","","","","United States","","40.813891","-73.962433","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","www.columbiasecondary.org -","","","","Yes"
"40669","Corlears School","Intern at Green Map","174","06/26/2013 - 09:58","06/26/2013 - 09:58","School","School","","Corlears is a unique school for children ages 2.5 – 10. The school is in the works of adding a green roof, full size gym, and kitchen for lunch service. The school has been composting for the past 15 years, but is now planning to expand its composting services. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(212) 741-2800","office@corlearsschool.org","Free entry","","http://www.corlearsschool.org","Not accessible","324 W 15th St  New York, NY 10011","","","","United States","","40.740806","-74.003119","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","http://www.corlearsschool.org","","","","Yes"
"40670","East 110th Street Tenants' Association","Intern at Green Map","174","06/26/2013 - 10:00","06/26/2013 - 10:00","Social Service","Social Service, Composting Site","","The East 110th Street Tenants' Association works with neighbors and businesses near East 110th Street to improve the area. The Association established a neighborhood composting drop-off site in a local community garden. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","","Not accessible","","East Harlem","Manhattan","","United States","","40.790278","-73.959722","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","","","","","Yes"
"40671","Herb Garden","Intern at Green Map","174","06/26/2013 - 10:03","06/26/2013 - 10:04","Community Garden","Community Garden, Composting Site","","The Herb Garden is located between two apartment buildings and provides a community gathering sport for the neighborhood. NY Restoration Project resotred he garden in 2006 with help from Linda Allard and her husband Herbet Gallen. They funded the garden’s renovation and endowment and Allard provided the original design for the site. The Garden installed a compost bin outside the garden to encourage community composting – with “do’s” and “don'ts” composting signs in Spanish and English. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.nyrp.org/Parks_and_Gardens/Community_Gardens/Manhattan/Herb_Garden","Not accessible","178 E 111th St New York, NY 10029","","","","United States","","40.794842","-73.943156","NYC Compost Green Map, Less = More NYC, Green Map NYC","366, 30990, 1561","Yes","No","","","","http://www.nyrp.org/Parks_and_Gardens/Community_Gardens/Manhattan/Herb_Garden","","","","Yes"
"40672","Maggie's Garden","Intern at Green Map","174","06/26/2013 - 10:06","06/26/2013 - 10:06","Community Garden","Community Garden, Composting Site","","Maggie’s Garden was restored in 2002 from a lot overgrown with weeds and invasive plants and cracking asphalt. Now, the garden – funded by The Brownstone Family Foundation – has more than 30 members and continues to grow. The garden has installed a fast acting compost tumbler to expand the existing composting program and involve more community residents. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://www.nyrp.org/Parks_and_Gardens/Community_Gardens/Manhattan/Maggies_Garden","Not accessible","564 W 149th St New York, NY 10031","","","","United States","","40.828528","-73.948127","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","http://www.flickr.com/photos/17237319@N00/5253906057","rachaelvoorhees","","","","Yes"
"40673","P.S. 1 School Garden","Intern at Green Map","174","06/26/2013 - 10:12","06/26/2013 - 10:12","School","Garden, School, Composting Site","","P.S. 1 School teaches PreK through 5th Grade and has a dual language Chinese program. The School Garden implemented a composting center to compost lunchtime waste. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","212) 267-4133","","Free entry","","http://insideschools.org/elementary/browse/school/30","Not accessible","8 HENRY STREET , MANHATTAN NY 10038","","","","United States","","40.712771","-73.997276","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","www.nysonglines.com","","","","Yes"
"40674","P.S. 110","Intern at Green Map","174","06/26/2013 - 10:17","06/26/2013 - 10:17","School","School, Composting Site","","PS 110 promotes an interdisciplinary and inquiry based approach to learning. They promote students to think critically and become socially responsible citizens. They partnered with NYC Compost Project to implement a compost bin system within the school and create workshops on outdoor composting. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(212) 674-2690","","Free entry","","http://www.ps110pta.org","Not accessible","285 Delancey St  New York, NY 10002","","","","United States","","40.715295","-73.979925","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","http://www.ps110pta.org/aboutps110/mission","","","","Yes"
"40675","P.S. 2 - Meyer London School","Intern at Green Map","174","06/26/2013 - 10:31","06/26/2013 - 10:31","School","School, Composting Site","","PS 2 teaches children in PreK through 5th Grade. P.S. 2 enhanced its existing composting program by purchasing two large tumblers as well as additional materials for composting on a larger scale. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","212-614-9531","","Free entry","","http://schools.nyc.gov/SchoolPortals/01/M361/AboutUs/Overview/Our+Mission.htm","Not accessible","610 EAST 12 STREET, MANHATTAN, NY10009","","","","United States","","40.727685","-73.978082","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","insideschools.org","","","","Yes"
"40676","P.S. 40 Super Green Eco Team","Intern at Green Map","174","06/26/2013 - 10:33","06/26/2013 - 10:33","Social Service","Social Service, School, Composting Site","","PS 40 Super Green Eco Team helps PS 40 carry out green initiatives with the students, faculty, and parents. The Team is comprised of elementary school students and parents. The team expanded heir waste diversion initiative to reduce the amount of garbage that is sent to the landfill and to raise environmental awareness in the community. PS 40 was the first NYC public school to compost all of their food and cafeteria paper waste. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","","","Free entry","","http://ps40sget2011-12.blogspot.com","Not accessible","","Gramercy Park","Manhattan","","United States","","40.790278","-73.959722","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","Citizens Committee for NYC","","","","Yes"
"40677","P.S. 6","Intern at Green Map","174","06/26/2013 - 10:36","06/26/2013 - 10:36","School","School, Composting Site","","PS 6 teaches children in PreK through 5th Grade. They have a rooftop eco center with a greenhouse large enough to hold a full-sized classroom. The school built up their composting capacity by adding three bins and beginning a """"school cafeteria organic"""" collection. Winner of Manhattan SWAB 2012 Composting Grant Award.","","Appointment not needed","Not child friendly","No Volunteer Opportunities","","Not accessible by public transport","","(212) 737-9774","","Free entry","","http://www.ps6nyc.org","Not accessible","45 E 81st St  New York, NY 10028","","","","United States","","40.777404","-73.960406","Green Map NYC, Less = More NYC, NYC Compost Green Map","1561, 30990, 366","Yes","No","","","","http://www.ps6nyc.org/site_res_view_folder.aspx?id=26479d2d-9708-446e-bd9d-2e49815b70ea","","","","Yes"
